nct_id,canonical_name_final,lead_sponsor,lead_sponsor_class,brief_title,phase,overall_status,source_therapy_name,therapy_identity_final,mechanism_superfamily,mechanism_family,molecular_targets,mechanism_action,modality,agonist_order,incretin_based,classification_status,confidence,source_url,notes,scope_review_flag,classification_status_original,classification_status_final,mechanism_superfamily_final,mechanism_family_final,mechanism_classified,researched_but_publicly_undisclosed,unreviewed_long_tail
NCT04657016,tirzepatide,Eli Lilly and Company,INDUSTRY,A Study of Tirzepatide (LY3298176) In Participants After A Lifestyle Weight Loss Program,PHASE3,COMPLETED,tirzepatide,tirzepatide,Incretin-based,GLP-1/GIP,GLP1R; GIPR,Dual GLP-1/GIP receptor agonist,peptide,dual,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Dual incretin agonist.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1/GIP,True,False,False
NCT04660643,tirzepatide,Eli Lilly and Company,INDUSTRY,A Study of Tirzepatide (LY3298176) in Participants With Obesity or Overweight for the Maintenance of Weight Loss,PHASE3,COMPLETED,tirzepatide,tirzepatide,Incretin-based,GLP-1/GIP,GLP1R; GIPR,Dual GLP-1/GIP receptor agonist,peptide,dual,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Dual incretin agonist.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1/GIP,True,False,False
NCT04663139,xla1,YSOPIA Bioscience,INDUSTRY,"Xla1 Christensenella Minuta, Phase I, Randomized, Partially Placebo-controlled Double-blind Protocol, Evaluating Safety, Tolerability and Impact on the Gut Microbiota in Healthy Volunteers, Overweight and Obese Adults",PHASE1,COMPLETED,,xla1,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT04667377,survodutide,Boehringer Ingelheim,INDUSTRY,A Study to Test Whether Different Doses of BI 456906 Help People With Overweight or Obesity to Lose Weight,PHASE2,COMPLETED,survodutide,survodutide,Incretin-based,GLP-1/glucagon,GLP1R; GCGR,Dual GLP-1/glucagon receptor agonist,peptide,dual,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Former development code BI 456906.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1/glucagon,True,False,False
NCT04678323,lifestyle management,University of Minnesota,OTHER,Pharmacotherapy for Pediatric Obesity: A Phentermine Clinical Trial,PHASE3,WITHDRAWN,,lifestyle management,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT04683237,liraglutide,Xiaojun Chen,OTHER,Liraglutide Plus Megestrol Acetate in Endometrial Atypical Hyperplasia,PHASE2; PHASE3,WITHDRAWN,liraglutide,liraglutide,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,peptide,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,GLP-1 analogue.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT04683237,megestrol acetate,Xiaojun Chen,OTHER,Liraglutide Plus Megestrol Acetate in Endometrial Atypical Hyperplasia,PHASE2; PHASE3,WITHDRAWN,,megestrol acetate,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT04703764,hsg4112,Glaceum,INDUSTRY,A Study to Investigate the Safety and Pharmacokinetic/Pharmacodynamic Characteristics of HSG4112,PHASE1,COMPLETED,hsg4112,hsg4112,Metabolic/energy expenditure,energy expenditure,molecular target not established,Increases energy expenditure with secondary reduction in food intake,small molecule,,False,VERIFIED,medium,https://pubmed.ncbi.nlm.nih.gov/32943760/,Synthetic glabridin structural analogue; exact molecular target remains incompletely defined.,False,VERIFIED,VERIFIED,Metabolic/energy expenditure,energy expenditure,True,False,False
NCT04707313,danuglipron,Pfizer,INDUSTRY,A Study to Evaluate the Efficacy and Safety of PF-06882961 in Adults With Obesity,PHASE2,COMPLETED,danuglipron,danuglipron,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,small molecule,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Oral nonpeptide GLP-1RA.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT04721873,phentermine + topiramate,"University of California, San Diego",OTHER,Pharmacologic Weight Loss as Adjunct Therapy for Ulcerative Colitis in Obese Patients,PHASE2,RECRUITING,phentermine + topiramate,phentermine + topiramate,CNS/appetite,sympathomimetic + anticonvulsant,monoaminergic pathways; GABA/glutamate pathways,Appetite suppression through complementary CNS mechanisms,small-molecule combination,,False,VERIFIED,high,,Approved anti-obesity combination; established pharmacology.,False,VERIFIED,VERIFIED,CNS/appetite,sympathomimetic + anticonvulsant,True,False,False
NCT04725240,setmelanotide,"Rhythm Pharmaceuticals, Inc.",INDUSTRY,Open-Label Study of Setmelanotide in Hypothalamic Obesity,PHASE2,COMPLETED,setmelanotide,setmelanotide,Melanocortin,MC4R,MC4R,Melanocortin-4 receptor agonist,peptide,mono,False,VERIFIED,high,https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/213793s009lbl.pdf,Cyclic peptide MC4R agonist used in genetic/syndromic obesity.,False,VERIFIED,VERIFIED,Melanocortin,MC4R,True,False,False
NCT04732988,hsg4112,Glaceum,INDUSTRY,"A Study to Investigate the Safety, Tolerability, Pharmacokinetic/Pharmacodynamic Characteristics, and Food Effect of HSG4112",PHASE1,COMPLETED,hsg4112,hsg4112,Metabolic/energy expenditure,energy expenditure,molecular target not established,Increases energy expenditure with secondary reduction in food intake,small molecule,,False,VERIFIED,medium,https://pubmed.ncbi.nlm.nih.gov/32943760/,Synthetic glabridin structural analogue; exact molecular target remains incompletely defined.,False,VERIFIED,VERIFIED,Metabolic/energy expenditure,energy expenditure,True,False,False
NCT04733001,hsg4112,Glaceum,INDUSTRY,A Study to Investigate the Effect of Food on the Pharmacokinetics of HSG4112,PHASE1,COMPLETED,hsg4112,hsg4112,Metabolic/energy expenditure,energy expenditure,molecular target not established,Increases energy expenditure with secondary reduction in food intake,small molecule,,False,VERIFIED,medium,https://pubmed.ncbi.nlm.nih.gov/32943760/,Synthetic glabridin structural analogue; exact molecular target remains incompletely defined.,False,VERIFIED,VERIFIED,Metabolic/energy expenditure,energy expenditure,True,False,False
NCT04741074,semaglutide,Geisinger Clinic,OTHER,Effect of Subcutaneous Semaglutide on Kidney Transplant Candidacy,PHASE3,TERMINATED,semaglutide,semaglutide,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,peptide,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Long-acting GLP-1 analogue.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT04773977,mazdutide,Innovent Biologics (Suzhou) Co. Ltd.,INDUSTRY,Clinical Study of IBI362 in Healthy Chinese Male Subjects,PHASE1,COMPLETED,mazdutide,mazdutide,Incretin-based,GLP-1/glucagon,GLP1R; GCGR,Dual GLP-1/glucagon receptor agonist,peptide,dual,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Former development code IBI362/LY3305677.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1/glucagon,True,False,False
NCT04775082,liraglutide,Novo Nordisk A/S,INDUSTRY,SCALE KIDS: Research Study to Look at How Well a New Medicine is at Lowering Weight in Children With Obesity,PHASE3,ACTIVE_NOT_RECRUITING,liraglutide,liraglutide,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,peptide,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,GLP-1 analogue.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT04779697,semaglutide,Yale University,OTHER,"GLP-1 Analogue Effects on Food Cues, Stress, Motivation for Highly Palatable Foods, and Weight",PHASE1,COMPLETED,semaglutide,semaglutide,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,peptide,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Long-acting GLP-1 analogue.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT04781998,liraglutide,"Anders Fink-Jensen, MD, DMSci",OTHER,Is Saxenda® a Viable Treatment of Obese Patients in Forensic Psychiatry?,PHASE4,COMPLETED,liraglutide,liraglutide,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,peptide,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,GLP-1 analogue.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT04788511,semaglutide,Novo Nordisk A/S,INDUSTRY,Research Study to Investigate How Well Semaglutide Works in People Living With Heart Failure and Obesity,PHASE3,COMPLETED,semaglutide,semaglutide,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,peptide,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Long-acting GLP-1 analogue.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT04797442,wst01 strain product,Shanghai Jiao Tong University School of Medicine,OTHER,Effect of Akkermansia Muciniphila WST01 Strain in Overweight or Obese Patients With Type 2 Diabetes,PHASE2,UNKNOWN,,wst01 strain product,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT04799327,shr20004,"Jiangsu HengRui Medicine Co., Ltd.",INDUSTRY,The Effect of SHR20004（Noiiglutide ） on Body Weight in Obese Subjects Without Diabetes,PHASE2,UNKNOWN,,shr20004,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT04800172,roflumilast,Tanta University,OTHER,The Possible Effects of Roflumilast on Obesity Related Disorders,PHASE3,COMPLETED,,roflumilast,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT04801641,nabilone,Centre for Addiction and Mental Health,OTHER,A Pilot Trial of Nabilone for the Treatment of Obesity,PHASE2,TERMINATED,,nabilone,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT04829903,dulaglutide,Corporacion Parc Tauli,OTHER,Dulaglutide Versus Liraglutide in Obese Type 2 Diabetic Adolescents Using Metformin,,COMPLETED,dulaglutide,dulaglutide,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,Fc-fusion protein,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Long-acting GLP-1RA.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT04829903,liraglutide,Corporacion Parc Tauli,OTHER,Dulaglutide Versus Liraglutide in Obese Type 2 Diabetic Adolescents Using Metformin,,COMPLETED,liraglutide,liraglutide,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,peptide,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,GLP-1 analogue.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT04838639,no-13065,"Otsuka Pharmaceutical Factory, Inc.",INDUSTRY,"Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Food Effect of NO-13065 in Healthy and Obese Adult Subjects",PHASE1,COMPLETED,,no-13065,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT04839237,liraglutide,Xiangya Hospital of Central South University,OTHER,The Effect and the Pharmacogenomics Study of Liraglutide in Obese Patients,PHASE2,WITHDRAWN,liraglutide,liraglutide,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,peptide,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,GLP-1 analogue.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT04839237,metformin,Xiangya Hospital of Central South University,OTHER,The Effect and the Pharmacogenomics Study of Liraglutide in Obese Patients,PHASE2,WITHDRAWN,metformin,metformin,Metabolic/energy expenditure,insulin sensitisation/metabolic,mitochondrial complex I; AMPK-associated pathways,Pleiotropic insulin-sensitising and metabolic effects,small molecule,,False,VERIFIED,medium,,Mechanism is pleiotropic; no single receptor target adequately describes metformin.,False,VERIFIED,VERIFIED,Metabolic/energy expenditure,insulin sensitisation/metabolic,True,False,False
NCT04844918,tirzepatide,Eli Lilly and Company,INDUSTRY,A Study of Tirzepatide (LY3298176) in Participants With Obesity Disease,PHASE3,COMPLETED,tirzepatide,tirzepatide,Incretin-based,GLP-1/GIP,GLP1R; GIPR,Dual GLP-1/GIP receptor agonist,peptide,dual,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Dual incretin agonist.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1/GIP,True,False,False
NCT04847557,tirzepatide,Eli Lilly and Company,INDUSTRY,A Study of Tirzepatide (LY3298176) in Participants With Heart Failure With Preserved Ejection Fraction (HFpEF) and Obesity: The SUMMIT Trial,PHASE3,COMPLETED,tirzepatide,tirzepatide,Incretin-based,GLP-1/GIP,GLP1R; GIPR,Dual GLP-1/GIP receptor agonist,peptide,dual,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Dual incretin agonist.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1/GIP,True,False,False
NCT04855565,aly688-sr,Allysta Pharmaceutical,INDUSTRY,ALY688-SR in Generally Healthy Overweight or Obese Adults,PHASE1,TERMINATED,aly688-sr,ALY688-SR,Adiponectin pathway,adiponectin receptor,ADIPOR1; ADIPOR2,Adiponectin-derived peptide agonising adiponectin-receptor signalling,peptidomimetic peptide,,False,VERIFIED,high,https://www.allysta.com/_files/ugd/4c3d43_9c71891413e54c7d9419289a557e1d6f.pdf,Sustained-release adiponectin analogue/agonist; Phase 1 conducted in overweight/obese adults.,False,VERIFIED,VERIFIED,Adiponectin pathway,adiponectin receptor,True,False,False
NCT04873245,semaglutide and behavioral program,University of Minnesota,OTHER,Lifestyle Counseling and Medication for Adolescent Weight Management,PHASE2,COMPLETED,,semaglutide and behavioral program,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT04881760,retatrutide,Eli Lilly and Company,INDUSTRY,A Study of LY3437943 in Participants Who Have Obesity or Are Overweight,PHASE2,COMPLETED,retatrutide,retatrutide,Incretin-based,GLP-1/GIP/glucagon,GLP1R; GIPR; GCGR,Triple GLP-1/GIP/glucagon receptor agonist,peptide,triple,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Triple incretin/glucagon agonist.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1/GIP/glucagon,True,False,False
NCT04881799,phentermine + topiramate,University of Minnesota,OTHER,Phentermine/Topiramate in Adolescents With Type 2 Diabetes and Obesity,EARLY_PHASE1,ACTIVE_NOT_RECRUITING,phentermine + topiramate,phentermine + topiramate,CNS/appetite,sympathomimetic + anticonvulsant,monoaminergic pathways; GABA/glutamate pathways,Appetite suppression through complementary CNS mechanisms,small-molecule combination,,False,VERIFIED,high,,Approved anti-obesity combination; established pharmacology.,False,VERIFIED,VERIFIED,CNS/appetite,sympathomimetic + anticonvulsant,True,False,False
NCT04883346,liraglutide,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),NIH,Liraglutide (Saxenda(R)) in Adolescents With Obesity After Sleeve Gastrectomy,PHASE2,COMPLETED,liraglutide,liraglutide,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,peptide,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,GLP-1 analogue.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT04889183,semaglutide,University Medical Center Groningen,OTHER,SeMaglutide and Albuminuria Reduction Trial in Obese Individuals Without Diabetes,PHASE3,COMPLETED,semaglutide,semaglutide,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,peptide,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Long-acting GLP-1 analogue.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT04890873,erx1000,ERX Pharmaceuticals,INDUSTRY,"ERX1000 - Safety, Tolerability, Pharmacokinetic, and Pharmacodynamic Study in Male and Female Subjects With Obesity",PHASE1,COMPLETED,erx1000,erx1000,CNS/appetite,leptin sensitisation,leptin signalling pathway (direct molecular target undisclosed),Restores leptin sensitivity to reduce appetite and defend energy expenditure,small molecule,,False,VERIFIED,medium,https://www.erxpharmaceuticals.com/research-development/erx-1000-for-obesity/,First-in-class oral leptin sensitizer; direct binding target not publicly specified.,False,VERIFIED,VERIFIED,CNS/appetite,leptin sensitisation,True,False,False
NCT04902625,naltrexone + bupropion,Zuyderland Medisch Centrum,OTHER,Use of Mysimba in Patients With Weight Regain After Bariatric Surgery,PHASE4,UNKNOWN,naltrexone + bupropion,naltrexone + bupropion,CNS/appetite,opioid + catecholamine,OPRM1; NET/DAT pathways,Opioid receptor antagonism plus noradrenergic/dopaminergic appetite modulation,small-molecule combination,,False,VERIFIED,high,,Approved anti-obesity combination; established pharmacology.,False,VERIFIED,VERIFIED,CNS/appetite,opioid + catecholamine,True,False,False
NCT04904913,mazdutide,Innovent Biologics (Suzhou) Co. Ltd.,INDUSTRY,A Study of IBI362 Evaluating Weight Loss in Obese and Overweight Chinese Subjects,PHASE2,COMPLETED,mazdutide,mazdutide,Incretin-based,GLP-1/glucagon,GLP1R; GCGR,Dual GLP-1/glucagon receptor agonist,peptide,dual,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Former development code IBI362/LY3305677.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1/glucagon,True,False,False
NCT04940078,cagrilintide,Novo Nordisk A/S,INDUSTRY,A Research Study to Compare Blood Levels of Cagrilintide and Semaglutide After Combined Versus Separate Injections in People With Overweight or Obesity,PHASE1,COMPLETED,cagrilintide,cagrilintide,Amylin-based,amylin,AMY1R; AMY2R; AMY3R; CTR,Long-acting amylin/calcitonin receptor agonist,peptide,multi,False,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/42452898/,Long-acting amylin analogue with activity across amylin receptors and CTR.,False,VERIFIED,VERIFIED,Amylin-based,amylin,True,False,False
NCT04940078,cagrilintide + semaglutide,Novo Nordisk A/S,INDUSTRY,A Research Study to Compare Blood Levels of Cagrilintide and Semaglutide After Combined Versus Separate Injections in People With Overweight or Obesity,PHASE1,COMPLETED,cagrilintide + semaglutide,cagrilintide + semaglutide,Incretin + amylin,amylin + GLP-1 combination,AMY1R/AMY2R/AMY3R; CTR; GLP1R,Combination of amylin-receptor agonism and GLP-1 receptor agonism,peptide combination,combination,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,CagriSema.,False,VERIFIED,VERIFIED,Incretin + amylin,amylin + GLP-1 combination,True,False,False
NCT04940078,semaglutide,Novo Nordisk A/S,INDUSTRY,A Research Study to Compare Blood Levels of Cagrilintide and Semaglutide After Combined Versus Separate Injections in People With Overweight or Obesity,PHASE1,COMPLETED,semaglutide,semaglutide,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,peptide,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Long-acting GLP-1 analogue.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT04963231,setmelanotide,"Rhythm Pharmaceuticals, Inc.",INDUSTRY,DAYBREAK: A Study of Setmelanotide in Participants With Specific Gene Variants in the Melanocortin-4 Receptor (MC4R) Pathway,PHASE2,COMPLETED,setmelanotide,setmelanotide,Melanocortin,MC4R,MC4R,Melanocortin-4 receptor agonist,peptide,mono,False,VERIFIED,high,https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/213793s009lbl.pdf,Cyclic peptide MC4R agonist used in genetic/syndromic obesity.,False,VERIFIED,VERIFIED,Melanocortin,MC4R,True,False,False
NCT04966741,setmelanotide,"Rhythm Pharmaceuticals, Inc.",INDUSTRY,Setmelanotide in Pediatric Participants With Rare Genetic Diseases of Obesity,PHASE3,COMPLETED,setmelanotide,setmelanotide,Melanocortin,MC4R,MC4R,Melanocortin-4 receptor agonist,peptide,mono,False,VERIFIED,high,https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/213793s009lbl.pdf,Cyclic peptide MC4R agonist used in genetic/syndromic obesity.,False,VERIFIED,VERIFIED,Melanocortin,MC4R,True,False,False
